HostSpecies,HostTaxID,HostGenus,HostFamily,HostOrder,HostClass
Philonthus marginatus,878358,Philonthus,Staphylinidae,Coleoptera,Insecta
Anisolabis maritima,62749,Anisolabis,Anisolabididae,Dermaptera,Insecta
Euborellia annulipes,146833,Euborellia,Anisolabididae,Dermaptera,Insecta
Euborellia moesta,94126,Euborellia,Anisolabididae,Dermaptera,Insecta
Forficula decipiens,94127,Forficula,Forficulidae,Dermaptera,Insecta
Gonocephalum rusticum,668927,Gonocephalum,Tenebrionidae,Coleoptera,Insecta
Gonocephalum controversum,NA,NA,NA,NA,NA
Gonocephalum prolixum inornatum,NA,NA,NA,NA,NA
Dichiritrichus pallidus,NA,NA,NA,NA,NA
Lesticus magnus,360340,Lesticus,Carabidae,Coleoptera,Insecta
Epilachna vigintioctomaculata pustolosa,NA,NA,NA,NA,NA
Amara chalcites,360338,Amara,Carabidae,Coleoptera,Insecta
Anisodactylus signatus,1587011,Anisodactylus,Carabidae,Coleoptera,Insecta
Homidia sauteri,1602987,Homidia,Entomobryidae,Entomobryomorpha,Collembola
Oxya velox,761922,Oxya,Acrididae,Orthoptera,Insecta
Oxya japonica vitticollis,NA,NA,NA,NA,NA
Euhemicera pulchra,NA,NA,NA,NA,NA
Tenebrio picipes,NA,NA,NA,NA,NA
Plesiophthalmus nigrocyaneus,2107221,Plesiophthalmus,Tenebrionidae,Coleoptera,Insecta
Rhomborrhina japonica,1163331,Rhomborrhina,Scarabaeidae,Coleoptera,Insecta
Nala lividipes,211570,Nala,Labiduridae,Dermaptera,Insecta
Ennearthron affine,NA,NA,NA,NA,NA
Ophonus pubescens,NA,NA,NA,NA,NA
Notiobia terminata,1206007,Notiobia,Carabidae,Coleoptera,Insecta
Notiobia bradytoides,NA,NA,NA,NA,NA
Crypticus quisquilius,347315,Crypticus,Tenebrionidae,Coleoptera,Insecta
Adesmia metallica,1752715,Adesmia,Tenebrionidae,Coleoptera,Insecta
Panchlora exoleta,NA,NA,NA,NA,NA
Schistocerca cancellata paranensis,NA,NA,NA,NA,NA
Parcoblatta uhleriana,2093446,Parcoblatta,Ectobiidae,Blattodea,Insecta
Passalus cornutus,NA,NA,NA,NA,NA
Gryllus peruviensis,NA,NA,NA,NA,NA
Phaleria cadaverina,1470699,Phaleria,Tenebrionidae,Coleoptera,Insecta
Phaleria prolixa,1470700,Phaleria,Tenebrionidae,Coleoptera,Insecta
Phyllotreta striolata,444603,Phyllotreta,Chrysomelidae,Coleoptera,Insecta
Platydema excavata,NA,NA,NA,NA,NA
Platynus ruficollis,NA,NA,NA,NA,NA
Plegaderus saucius,1553676,Plegaderus,Histeridae,Coleoptera,Insecta
Poekilocerus pictus,648918,Poekilocerus,Pyrgomorphidae,Orthoptera,Insecta
Relor obesus,NA,NA,NA,NA,NA
Zootermopsis angusticollis,7503,Zootermopsis,Termopsidae,Blattodea,Insecta
Peridroma saucia,244290,Peridroma,Noctuidae,Lepidoptera,Insecta
Spodoptera eridania,37547,Spodoptera,Noctuidae,Lepidoptera,Insecta
Sitophilus granarius,7046,Sitophilus,Curculionidae,Coleoptera,Insecta
Pikonema alaskensis,455473,Euura,Tenthredinidae,Hymenoptera,Insecta
Anopheles squamosus,911292,Anopheles,Culicidae,Diptera,Insecta
Anopheles minimus,112268,Anopheles,Culicidae,Diptera,Insecta
Anopheles farauti,69004,Anopheles,Culicidae,Diptera,Insecta
Culex fraudatrix,NA,NA,NA,NA,NA
Culex siamensis,NA,NA,NA,NA,NA
Aedes notoscriptus,508665,Aedes,Culicidae,Diptera,Insecta
Aedeomyia catasticta,308708,Aedeomyia,Culicidae,Diptera,Insecta
Culex simpsoni,1799676,Culex,Culicidae,Diptera,Insecta
Anopheles rivulorum,70327,Anopheles,Culicidae,Diptera,Insecta
Anopheles rufipes,1141472,Anopheles,Culicidae,Diptera,Insecta
Anopheles jamesii,308710,Anopheles,Culicidae,Diptera,Insecta
Anopheles aconitus,93947,Anopheles,Culicidae,Diptera,Insecta
Anopheles earlei,49918,Anopheles,Culicidae,Diptera,Insecta
Psorophora howardii,869073,Psorophora,Culicidae,Diptera,Insecta
Aedes scatophagoides,2563466,Aedes,Culicidae,Diptera,Insecta
Aedes punctatus,NA,NA,NA,NA,NA
Anopheles georgianus,NA,NA,NA,NA,NA
Anopheles punctulatus,30068,Anopheles,Culicidae,Diptera,Insecta
Anopheles tesselatus,NA,NA,NA,NA,NA
Ornithodoros parkeri,140564,Ornithodoros,Argasidae,Ixodida,Arachnida
Simulium costatum,684722,Simulium,Simuliidae,Diptera,Insecta
Amarygmus laosensis,NA,NA,NA,NA,NA
Monotylota ramburi,NA,NA,NA,NA,NA
Endomychus coccineus,295833,Endomychus,Endomychidae,Coleoptera,Insecta
Pogonobasis raffrayi,NA,NA,NA,NA,NA
Cosmoderus erinaceus,NA,NA,NA,NA,NA
Gryllotalpa africana,993088,Gryllotalpa,Gryllotalpidae,Orthoptera,Insecta
Plebeiogryllus guttiventris,1767423,Plebeiogryllus,Gryllidae,Orthoptera,Insecta
Xya variegata,1603032,Xya,Tridactylidae,Orthoptera,Insecta
Dianemobius taprobanensis,269706,Polionemobius,Gryllidae,Orthoptera,Insecta
Ipidia quadrimaculata,2566798,Ipidia,Nitidulidae,Coleoptera,Insecta
Labidura riparia,50449,Labidura,Labiduridae,Dermaptera,Insecta
Blaps gibba,1390652,Blaps,Tenebrionidae,Coleoptera,Insecta
Elmis maguei,NA,NA,NA,NA,NA
Harpalus fraternus,1206285,Harpalus,Carabidae,Coleoptera,Insecta
Tipula abdominalis,560804,Tipula,Tipulidae,Diptera,Insecta
Dryops auriculatus,1587259,Dryops,Dryopidae,Coleoptera,Insecta
Thanasimus formicarius,295689,Thanasimus,Cleridae,Coleoptera,Insecta
Luprops sinensis,NA,NA,NA,NA,NA
Anoedopoda lamellata,NA,NA,NA,NA,NA
Aphodius depressus,207143,Aphodius,Scarabaeidae,Coleoptera,Insecta
Phylan gibbus,878433,Phylan,Tenebrionidae,Coleoptera,Insecta
Phylan abbreviatus,NA,NA,NA,NA,NA
Anthocomus coccineus,295702,Anthocomus,Melyridae,Coleoptera,Insecta
Axinotarsus pulicarius,877813,Axinotarsus,Melyridae,Coleoptera,Insecta
Axinotarsus ruficollis,433200,Axinotarsus,Melyridae,Coleoptera,Insecta
Axinotarsus marginalis,1104629,Axinotarsus,Melyridae,Coleoptera,Insecta
Psilothrix nobilis,NA,NA,NA,NA,NA
Troglops albicans,1588613,Troglops,Melyridae,Coleoptera,Insecta
Melolontha brunnea,NA,NA,NA,NA,NA
Neomida bicornis,1661839,Neomida,Tenebrionidae,Coleoptera,Insecta
Mirotermes panamaensis,NA,NA,NA,NA,NA
Blaberus boliviensis,NA,NA,NA,NA,NA
Ptinus fur,442096,Ptinus,Ptinidae,Coleoptera,Insecta
Tinodes waeneri,177916,Tinodes,Psychomyiidae,Trichoptera,Insecta
Halictus scabiosae,115104,Halictus,Halictidae,Hymenoptera,Insecta
Raphidia major,NA,NA,NA,NA,NA
Raphidia notata,NA,NA,NA,NA,NA
Raphidia ophiopsis,1504856,Raphidia,Raphidiidae,Raphidioptera,Insecta
Rhyparobia maderae,36963,Rhyparobia,Blaberidae,Blattodea,Insecta
Lagria hirta,296003,Lagria,Tenebrionidae,Coleoptera,Insecta
Lagria villosa,1337086,Lagria,Tenebrionidae,Coleoptera,Insecta
Chrysolagria arthritica,NA,NA,NA,NA,NA
Chrysolagria basicornis,NA,NA,NA,NA,NA
Chrysolagria ituriensis,NA,NA,NA,NA,NA
Chrysolagria metallica,NA,NA,NA,NA,NA
Chrysolagria rothschildi,NA,NA,NA,NA,NA
Coccinella quinquepunctata,666521,Coccinella,Coccinellidae,Coleoptera,Insecta
Scarabaeus relictus,NA,NA,NA,NA,NA
Cis bidentatus,577746,Cis,Ciidae,Coleoptera,Insecta
Statira unicolor,NA,NA,NA,NA,NA
Phymata crassipes,1511242,Phymata,Phymatidae,Hemiptera,Insecta
Gryllodes sigillatus,13551,Gryllodes,Gryllidae,Orthoptera,Insecta
Allecula morio,1586984,Allecula,Tenebrionidae,Coleoptera,Insecta
Tetrix tenuicornis,215059,Tetrix,Tetrigidae,Orthoptera,Insecta
Zabrus tenebrioides,272042,Zabrus,Carabidae,Coleoptera,Insecta
Scaurus puncticollis,NA,NA,NA,NA,NA
Fuscozetes setosus,1979923,Fuscozetes,Ceratozetidae,Sarcoptiformes,Arachnida
Hermannia gibba,229873,Hermannia,Hermanniidae,Sarcoptiformes,Arachnida
Gymnogryllus novaeguineae,NA,NA,NA,NA,NA
Allonemobius fasciatus,292203,Allonemobius,Gryllidae,Orthoptera,Insecta
Teleogryllus mitratus,223242,Teleogryllus,Gryllidae,Orthoptera,Insecta
Aglossa dimidiata,2817234,Aglossa,Pyralidae,Lepidoptera,Insecta
Rhytinota tristis,NA,NA,NA,NA,NA
Paralipsa gularis,1915117,Paralipsa,Pyralidae,Lepidoptera,Insecta
Nemapogon granella,1448907,Nemapogon,Tineidae,Lepidoptera,Insecta
Pteronemobius heydeni concolor,NA,NA,NA,NA,NA
Dianemobius fascipes,1581339,Dianemobius,Gryllidae,Orthoptera,Insecta
Aglossa pinguinalis,753149,Aglossa,Pyralidae,Lepidoptera,Insecta
Gryllus bimaculatus,6999,Gryllus,Gryllidae,Orthoptera,Insecta
Endrosis sarcitrella,1073585,Endrosis,Oecophoridae,Lepidoptera,Insecta
Lepidopsyche unicolor,NA,NA,NA,NA,NA
Psyche casta,687059,Psyche,Psychidae,Lepidoptera,Insecta
Xylocopa aestuans,1785596,Xylocopa,Apidae,Hymenoptera,Insecta
Cyphon pallidus,NA,NA,NA,NA,NA
Tentyria mucronata,1470707,Tentyria,Tenebrionidae,Coleoptera,Insecta
Capritermes incola,NA,NA,NA,NA,NA
Sciara nitidicollis,NA,NA,NA,NA,NA
Penthetria japonica,2721097,Penthetria,Pleciidae,Diptera,Insecta
Pirates quadrinotatus,NA,NA,NA,NA,NA
Trichosia pubescens,38292,Trichomegalosphys,Sciaridae,Diptera,Insecta
Bradysia coprophila,38358,Bradysia,Sciaridae,Diptera,Insecta
Dixa aprilina,NA,NA,NA,NA,NA
Dixa autumnalis,NA,NA,NA,NA,NA
Zophosis sulcata lineata,NA,NA,NA,NA,NA
Gonocephalum helopioides,NA,NA,NA,NA,NA
Gonocephalum coriaceum,1304783,Gonocephalum,Tenebrionidae,Coleoptera,Insecta
Gonocephalum japanum,2107222,Gonocephalum,Tenebrionidae,Coleoptera,Insecta
Hydrous aterrimus,NA,NA,NA,NA,NA
Carabus glabratus,1149273,Carabus,Carabidae,Coleoptera,Insecta
Gonocephalum depressum,NA,NA,NA,NA,NA
Asida grisea,NA,NA,NA,NA,NA
Asida jurinei,1470632,Asida,Tenebrionidae,Coleoptera,Insecta
Asida sericea,1470659,Asida,Tenebrionidae,Coleoptera,Insecta
Asida dejeani,NA,NA,NA,NA,NA
Dendarus piceus,NA,NA,NA,NA,NA
Dendarus messenius,643741,Dendarus,Tenebrionidae,Coleoptera,Insecta
Heliopathes littoralis,NA,NA,NA,NA,NA
Heliopathes montivagus,NA,NA,NA,NA,NA
Opatrum sabulosum,1470695,Opatrum,Tenebrionidae,Coleoptera,Insecta
Opatrum alternatum,NA,NA,NA,NA,NA
Pedinus quadratus,668945,Pedinus,Tenebrionidae,Coleoptera,Insecta
Pimelia interjecta,57326,Pimelia,Tenebrionidae,Coleoptera,Insecta
Phyllophaga fusca,489802,Phyllophaga,Scarabaeidae,Coleoptera,Insecta
Phyllophaga futilis,489803,Phyllophaga,Scarabaeidae,Coleoptera,Insecta
Phyllophaga hirticula,703320,Phyllophaga,Scarabaeidae,Coleoptera,Insecta
Phyllophaga inversa,1890713,Phyllophaga,Scarabaeidae,Coleoptera,Insecta
Phyllophaga rugosa,1710757,Phyllophaga,Scarabaeidae,Coleoptera,Insecta
Lichnanthe vulpina,NA,NA,NA,NA,NA
Melanoplus keeleri ,103646,Melanoplus,Acrididae,Orthoptera,Insecta
Psylla trimaculata,NA,NA,NA,NA,NA
Eupithecia  annulata,216864,Eupithecia,Geometridae,Lepidoptera,Insecta
Venusia cambrica,572911,Venusia,Geometridae,Lepidoptera,Insecta
Blaps gigas,1390653,Blaps,Tenebrionidae,Coleoptera,Insecta
Blaps lethifera,1390660,Blaps,Tenebrionidae,Coleoptera,Insecta
Blaps lusitanica,1390661,Blaps,Tenebrionidae,Coleoptera,Insecta
Blaps mucronata,197344,Blaps,Tenebrionidae,Coleoptera,Insecta
Blaps persica,NA,NA,NA,NA,NA
Blaps pterophaga,NA,NA,NA,NA,NA
Blaps bifurcata,1390643,Blaps,Tenebrionidae,Coleoptera,Insecta
Blaps sulcata,NA,NA,NA,NA,NA
Pimelia rugosa,98993,Pimelia,Tenebrionidae,Coleoptera,Insecta
Prionychus ater,347445,Prionychus,Tenebrionidae,Coleoptera,Insecta
Phrynocolus tenuesculptus,NA,NA,NA,NA,NA
Phrynocolus ovipennis,NA,NA,NA,NA,NA
Selinus abacoides,NA,NA,NA,NA,NA
Blaps inflata,1390656,Blaps,Tenebrionidae,Coleoptera,Insecta
Blaps polychresta,1390679,Blaps,Tenebrionidae,Coleoptera,Insecta
Gonocephalum vagum,NA,NA,NA,NA,NA
Elodona agaricola,NA,NA,NA,NA,NA
Mycetophagus piceus,1501876,Mycetophagus,Mycetophagidae,Coleoptera,Insecta
Mycetophagus atomarius,433053,Mycetophagus,Mycetophagidae,Coleoptera,Insecta
Mycetophagus quadripustulatus,292445,Mycetophagus,Mycetophagidae,Coleoptera,Insecta
Pentaphyllus testaceus,442147,Pentaphyllus,Tenebrionidae,Coleoptera,Insecta
Leptochirus edax,NA,NA,NA,NA,NA
Asida opaca,NA,NA,NA,NA,NA
Eleodes hispilabris,1902546,Eleodes,Tenebrionidae,Coleoptera,Insecta
Blaps similis,NA,NA,NA,NA,NA
Eleodes tricostata,NA,NA,NA,NA,NA
Eleodes extricata,NA,NA,NA,NA,NA
Gonocephalum brachelytra,NA,NA,NA,NA,NA
Gonocephalum hoffmannseggi,NA,NA,NA,NA,NA
Opatroides vicinis,NA,NA,NA,NA,NA
Opatroides punctulatus,575814,Opatroides,Tenebrionidae,Coleoptera,Insecta
Blaps sulcata requieni,NA,NA,NA,NA,NA
Psammophanes raffrayi,NA,NA,NA,NA,NA
Psammophanes rubrolineatus,NA,NA,NA,NA,NA
Tentyria tessulata,NA,NA,NA,NA,NA
Zophosis sulcata,NA,NA,NA,NA,NA
Adesmia antiqua,NA,NA,NA,NA,NA
Pimelia grandis,48262,Pimelia,Tenebrionidae,Coleoptera,Insecta
Prionotheca coronata,2382368,Prionotheca,Tenebrionidae,Coleoptera,Insecta
Setenis valgipes,1304790,Promethis,Tenebrionidae,Coleoptera,Insecta
Rhytinota praelonga,NA,NA,NA,NA,NA
Dailognatha quadricollis,575809,Dailognatha,Tenebrionidae,Coleoptera,Insecta
Adesmia dilatata,2509609,Adesmia,Tenebrionidae,Coleoptera,Insecta
Adesmia procera,NA,NA,NA,NA,NA
Pimelia angulata angulosa,2382326,Pimelia,Tenebrionidae,Coleoptera,Insecta
Pimelia derasa,NA,NA,NA,NA,NA
Pimelia bipunctata,2382330,Pimelia,Tenebrionidae,Coleoptera,Insecta
Tenthyrina orbiculata subsulcata,NA,NA,NA,NA,NA
Tentyria herculanea,NA,NA,NA,NA,NA
Thriptera asphaltidis,NA,NA,NA,NA,NA
Zophosis punctata,575792,Zophosis,Tenebrionidae,Coleoptera,Insecta
Trachyderma hispida,NA,NA,NA,NA,NA
Rhytinota impolita,NA,NA,NA,NA,NA
Himatismus fasciculata,NA,NA,NA,NA,NA
Cypherotylus californicus,NA,NA,NA,NA,NA
Erodius granipennis,NA,NA,NA,NA,NA
Pimelia platynota,NA,NA,NA,NA,NA
Pimelia rotundipennis,98996,Pimelia,Tenebrionidae,Coleoptera,Insecta
Thriptera crinita,NA,NA,NA,NA,NA
Elenophorus collaris,NA,NA,NA,NA,NA
Scleron latipes,NA,NA,NA,NA,NA
Helops striatus,NA,NA,NA,NA,NA
Helops quisquilius,NA,NA,NA,NA,NA
Hegeter amaroides,48173,Hegeter,Tenebrionidae,Coleoptera,Insecta
Hegeter tristis,NA,NA,NA,NA,NA
Akis acuminata,NA,NA,NA,NA,NA
Akis elegans,NA,NA,NA,NA,NA
Akis bacarozzo,1470645,Akis,Tenebrionidae,Coleoptera,Insecta
Akis punctata,NA,NA,NA,NA,NA
Cyphogenia lucifuga,NA,NA,NA,NA,NA
Pimelia boyeri atlantis,NA,NA,NA,NA,NA
Pimelia brisouti,2382331,Pimelia,Tenebrionidae,Coleoptera,Insecta
Megalodacne abnormalis,NA,NA,NA,NA,NA
Dromius quadrinotatus,NA,NA,NA,NA,NA
Setenis subfoveata,NA,NA,NA,NA,NA
Campodea augens,438502,Campodea,Campodeidae,Diplura,NA
Campodea monspessulana,NA,NA,NA,NA,NA
Ctenolepisma nigrum,NA,NA,NA,NA,NA
Peliolepisma calvum,NA,NA,NA,NA,NA
Ctenolepisma lineata,27553,Ctenolepisma,Lepismatidae,Zygentoma,Insecta
Campodea staphylinus,NA,NA,NA,NA,NA
Plusiocampa bureschi,NA,NA,NA,NA,NA
Ctenolepisma nigra,NA,NA,NA,NA,NA
Ctenolepisma rhombocephala,NA,NA,NA,NA,NA
Thermobia domestica,89055,Thermobia,Lepismatidae,Zygentoma,Insecta
Acanthaclisis occitanica,2064858,Acanthaclisis,Myrmeleontidae,Neuroptera,Insecta
Ablattaria laevigata,878967,Ablattaria,Silphidae,Coleoptera,Insecta
Carabus cancellatus,114447,Carabus,Carabidae,Coleoptera,Insecta
Carabus clathratus,103230,Carabus,Carabidae,Coleoptera,Insecta
Carabus nemoralis,49290,Carabus,Carabidae,Coleoptera,Insecta
Pterostichus vulgaris,NA,NA,NA,NA,NA
Ludius ferrugineus,NA,NA,NA,NA,NA
Cataloipus cognatus,NA,NA,NA,NA,NA
Acrida sulphuripennis,NA,NA,NA,NA,NA
Megacantha dentata,NA,NA,NA,NA,NA
Ischnura delicata,1988061,Ischnura,Coenagrionidae,Odonata,Insecta
Pterostichus niger,106386,Pterostichus,Carabidae,Coleoptera,Insecta
Pterostichus gracilis,1588620,Pterostichus,Carabidae,Coleoptera,Insecta
Pterostichus diligens,360359,Pterostichus,Carabidae,Coleoptera,Insecta
Harpalus rufipes,247442,Harpalus,Carabidae,Coleoptera,Insecta
Dytiscus marginalis,398601,Dytiscus,Dytiscidae,Coleoptera,Insecta
Acilius sulcatus,107768,Acilius,Dytiscidae,Coleoptera,Insecta
Dicaelus furvus furvus,NA,NA,NA,NA,NA
Ceriagrion coromandelianum,638461,Ceriagrion,Coenagrionidae,Odonata,Insecta
Bradinopyga geminata,1148302,Bradinopyga,Libellulidae,Odonata,Insecta
Galerita bicolor,NA,NA,NA,NA,NA
Harpalus pennsylvanicus,331376,Harpalus,Carabidae,Coleoptera,Insecta
Harpalus caliginosus,177394,Harpalus,Carabidae,Coleoptera,Insecta
Monomma giganteum,NA,NA,NA,NA,NA
Monomma triplacinum,NA,NA,NA,NA,NA
Tefflus gracilentus,NA,NA,NA,NA,NA
Nyctobates barbata,NA,NA,NA,NA,NA
Nyctobates pennsylvanica,NA,NA,NA,NA,NA
Laemostenus algerinus,NA,NA,NA,NA,NA
Notiodes biguttatus,NA,NA,NA,NA,NA
Parastenopsyche sauteri,NA,NA,NA,NA,NA
Licinus punctatulus,1068929,Licinus,Carabidae,Coleoptera,Insecta
Megabunus diademi,NA,NA,NA,NA,NA
Ceratophyllus fringillae,NA,NA,NA,NA,NA
Ceratophyllus gallinae,217689,Ceratophyllus,Ceratophyllidae,Siphonaptera,Insecta
Carabus coriaceus,49195,Carabus,Carabidae,Coleoptera,Insecta
Carabus catenulatus,210675,Carabus,Carabidae,Coleoptera,Insecta
Carabus asperatus,220154,Carabus,Carabidae,Coleoptera,Insecta
Ceuthosphodrus oblongus,NA,NA,NA,NA,NA
Chrysocarabus punctatoauratus,NA,NA,NA,NA,NA
Aulacophora foveicollis,1476883,Aulacophora,Chrysomelidae,Coleoptera,Insecta
Aulacophora africana,NA,NA,NA,NA,NA
Agrypnia obsoleta,692072,Agrypnia,Phryganeidae,Trichoptera,Insecta
Mystacides longicornis,699848,Mystacides,Leptoceridae,Trichoptera,Insecta
Triaenodes bicolor,699847,Triaenodes,Leptoceridae,Trichoptera,Insecta
Oecetis furva,1271733,Oecetis,Leptoceridae,Trichoptera,Insecta
Brachycentrus maculatum,NA,NA,NA,NA,NA
Ecnomus tenellus,177960,Ecnomus,Ecnomidae,Trichoptera,Insecta
Rhyacophila praemorsa,1876012,Rhyacophila,Rhyacophilidae,Trichoptera,Insecta
Rhyacophila evoluta,1875977,Rhyacophila,Rhyacophilidae,Trichoptera,Insecta
Caloglyphus moniezi,NA,NA,NA,NA,NA
Limnephilus sparsus,1271731,Limnephilus,Limnephilidae,Trichoptera,Insecta
Molanna angustata,446450,Molanna,Molannidae,Trichoptera,Insecta
Molanna septentrionis,NA,NA,NA,NA,NA
Holostrophus orientalis,700385,Holostrophus,Tetratomidae,Coleoptera,Insecta
Agrypnia pagetana,1242023,Agrypnia,Phryganeidae,Trichoptera,Insecta
Athripsodes cinereus,446526,Athripsodes,Leptoceridae,Trichoptera,Insecta
Drusus discolor,327266,Drusus,Limnephilidae,Trichoptera,Insecta
Diabrotica undecimpunctata howardi,50387,Diabrotica,Chrysomelidae,Coleoptera,Insecta
Baicalina spinosa,NA,NA,NA,NA,NA
Brachycentrus montanus,2566360,Brachycentrus,Brachycentridae,Trichoptera,Insecta
Mesophylax aspersus,1786002,Mesophylax,Limnephilidae,Trichoptera,Insecta
Mesophylax quadrifasciatus,NA,NA,NA,NA,NA
Isoperla oxylepis,466564,Isoperla,Perlodidae,Plecoptera,Insecta
Dinarthrodes japonica,NA,NA,NA,NA,NA
Nemotaulius punctatolineatus,1875755,Nemotaulius,Limnephilidae,Trichoptera,Insecta
Limnephilus igma,NA,NA,NA,NA,NA
Grammotaulius atomarius,NA,NA,NA,NA,NA
Nemoura cinerea,197169,Nemoura,Nemouridae,Plecoptera,Insecta
Agrypnia varia,1271716,Agrypnia,Phryganeidae,Trichoptera,Insecta
Oligotricha striata,1876332,Oligotricha,Phryganeidae,Trichoptera,Insecta
Athripsodes aterrimus,699862,Athripsodes,Leptoceridae,Trichoptera,Insecta
Leptocerus aterrimus,NA,NA,NA,NA,NA
Tachycines asynamorus,2817458,Tachycines,Rhaphidophoridae,Orthoptera,Insecta
Aeshna constricta,683867,Aeshna,Aeshnidae,Odonata,Insecta
Aeshna cyanea,12921,Aeshna,Aeshnidae,Odonata,Insecta
Libellula depressa ,123850,Ladona,Libellulidae,Odonata,Insecta
Hydrous piceus,NA,NA,NA,NA,NA
Colymbetes fuscus,1509382,Colymbetes,Dytiscidae,Coleoptera,Insecta
Dytiscus semisulcatus,940477,Dytiscus,Dytiscidae,Coleoptera,Insecta
Rhantus bistriatus,624225,Rhantus,Dytiscidae,Coleoptera,Insecta
Rhantus punctatus,NA,NA,NA,NA,NA
Dermestes atomarius,NA,NA,NA,NA,NA
Dermestes murinus,346769,Dermestes,Dermestidae,Coleoptera,Insecta
Dermestes frischii,452470,Dermestes,Dermestidae,Coleoptera,Insecta
Attagenus pellio,41096,Attagenus,Dermestidae,Coleoptera,Insecta
Dermestes tesselatocollis,NA,NA,NA,NA,NA
Anthrenus fuscus,877786,Anthrenus,Dermestidae,Coleoptera,Insecta
Anthrenus scrophulariae,441249,Anthrenus,Dermestidae,Coleoptera,Insecta
Anthrenus verbasci,295669,Anthrenus,Dermestidae,Coleoptera,Insecta
Myelophilus piniperda,NA,NA,NA,NA,NA
Dermestes undulatus,441253,Dermestes,Dermestidae,Coleoptera,Insecta
Alphitobius piceus,NA,NA,NA,NA,NA
Gymnopholus gressitti,NA,NA,NA,NA,NA
Anoplogenius microgonus,NA,NA,NA,NA,NA
Harpalus pennsylvanicus longior,NA,NA,NA,NA,NA
Tribolium ferrugineum,NA,NA,NA,NA,NA
Amara angustata,NA,NA,NA,NA,NA
Neatus picipes,1971316,Neatus,Tenebrionidae,Coleoptera,Insecta
Cryphaeus taurus,NA,NA,NA,NA,NA
Cryphaeus gazella,NA,NA,NA,NA,NA
Apomecyna kivuensis,NA,NA,NA,NA,NA
Ceratophyllus farreni,NA,NA,NA,NA,NA
Ceratophyllus galligallinae,NA,NA,NA,NA,NA
Ceratophyllus styx,NA,NA,NA,NA,NA
Trycherus imperator,NA,NA,NA,NA,NA
Trycherus appendiculatus,NA,NA,NA,NA,NA
Speculitermes sinhalensis,NA,NA,NA,NA,NA
Agabus bipustulatus,107770,Agabus,Dytiscidae,Coleoptera,Insecta
Graphoderus cinereus,107848,Graphoderus,Dytiscidae,Coleoptera,Insecta
Graphoderus bilineatus,1452964,Graphoderus,Dytiscidae,Coleoptera,Insecta
Graphoderus zonatus,183361,Graphoderus,Dytiscidae,Coleoptera,Insecta
Colymbetes paykulli,183353,Colymbetes,Dytiscidae,Coleoptera,Insecta
Dytiscus dimidiatus,624220,Dytiscus,Dytiscidae,Coleoptera,Insecta
Hydaticus seminiger,183369,Hydaticus,Dytiscidae,Coleoptera,Insecta
Hyphydrus ovatus,159814,Hyphydrus,Dytiscidae,Coleoptera,Insecta
Ilybius ater,156948,Ilybius,Dytiscidae,Coleoptera,Insecta
Rhantus exoletus,NA,NA,NA,NA,NA
Rhantus notatus,1553717,Rhantus,Dytiscidae,Coleoptera,Insecta
Hydroporus palustris,254283,Hydroporus,Dytiscidae,Coleoptera,Insecta
Xylotrupes dichotomus,NA,NA,NA,NA,NA
Lestes sponsa,197164,Lestes,Lestidae,Odonata,Insecta
Enallagma cyathigerum,79468,Enallagma,Coenagrionidae,Odonata,Insecta
Bezzia solstitialis,NA,NA,NA,NA,NA
Oxytelus piceus,1336279,Oxytelus,Staphylinidae,Coleoptera,Insecta
Epomolytus sculptus,NA,NA,NA,NA,NA
Dasyhelea lithotelmatica,NA,NA,NA,NA,NA
Nosopsyllus fasciatus,1038824,Nosopsyllus,Ceratophyllidae,Siphonaptera,Insecta
Mitopus morio,1267525,Mitopus,Phalangiidae,Opiliones,Arachnida
Opilio parietinus,121214,Opilio,Phalangiidae,Opiliones,Arachnida
Platybunus bucephalus,1603476,Platybunus,Phalangiidae,Opiliones,Arachnida
Phalangium opilio,118624,Phalangium,Phalangiidae,Opiliones,Arachnida
Lacinius ephippiatus,1926192,Lacinius,Phalangiidae,Opiliones,Arachnida
Platybunus triangularis,475616,Rilaena,Phalangiidae,Opiliones,Arachnida
Leiobunum rotundum,537451,Leiobunum,Leiobunidae,Opiliones,Arachnida
Oligolophus tridens,708402,Oligolophus,Phalangiidae,Opiliones,Arachnida
Phalangium crassum,NA,NA,NA,NA,NA
Phalangium cornutum,NA,NA,NA,NA,NA
Leiobunum hassiae,NA,NA,NA,NA,NA
Gargrellula caddlana,NA,NA,NA,NA,NA
Odiellus palpinalis,NA,NA,NA,NA,NA
Odius spinosus,NA,NA,NA,NA,NA
Anoplogenius cyanescens,2612818,Anoplogenius,Carabidae,Coleoptera,Insecta
Euparius lunatus,NA,NA,NA,NA,NA
Agriocnemis pygmaea,476655,Agriocnemis,Coenagrionidae,Odonata,Insecta
Crypturgus pusillus,454264,Crypturgus,Curculionidae,Coleoptera,Insecta
Psychoda severini,NA,NA,NA,NA,NA
Ceriagrion cerinorubellum,638460,Ceriagrion,Coenagrionidae,Odonata,Insecta
Copelatus ruficollis,NA,NA,NA,NA,NA
Carabus auratus,49193,Carabus,Carabidae,Coleoptera,Insecta
Carabus violaceus,41075,Carabus,Carabidae,Coleoptera,Insecta
Carabus arcensis,49192,Carabus,Carabidae,Coleoptera,Insecta
